cel_files	affymetrix-array-id	affymetrix-array-barcode	affymetrix-scan-date	program-name	affymetrix-created-trackingGUID	affymetrix-parent-dat-file-identifier	affymetrix-plate-barcode	affymetrix-plate-peg-wellposition	affymetrix-scanner-id	affymetrix-scanner-type	affymetrix-pixel-size	affymetrix-channel-feature	affymetrix-scanner-lamp-life	affymetrix-scanparameter-arrayname	affymetrix-scanparameter-array-part-number	affymetrix-scanparameter-media-type	affymetrix-scanparameter-feature-size	affymetrix-scanparameter-array-width	affymetrix-scanparameter-array-height	affymetrix-scanparameter-array-focus-width	affymetrix-scanparameter-array-focus-height	affymetrix-scanparameter-array-num-wave-lengths	affymetrix-scanparameter-array-wave-lengths1	affymetrix-scanparameter-array-wave-lengths2	affymetrix-scanparameter-array-wave-lengths3	affymetrix-scanparameter-array-wave-lengths4	affymetrix-scanparameter-array-wave-lengths5	affymetrix-scanparameter-array-numx-sub-arrays	affymetrix-scanparameter-array-numy-sub-arrays	affymetrix-scanparameter-sub-array-xoffset-um	affymetrix-scanparameter-sub-array-yoffset-um	affymetrix-scanparameter-sub-array-xspacing-um	affymetrix-scanparameter-sub-array-yspacing-um	affymetrix-scanparameter-array-af-target-ul-xum	affymetrix-scanparameter-array-af-target-ul-yum	affymetrix-scanparameter-array-af-target-lr-xum	affymetrix-scanparameter-array-af-target-lr-yum	affymetrix-scanparameter-array-wavelength1-num-exposure-times	affymetrix-scanparameter-array-wavelength1-exposure-times-ms1	affymetrix-scanparameter-array-wavelength2-num-exposure-times	affymetrix-scanparameter-array-wavelength2-exposure-times-ms1	affymetrix-system-type	affymetrix-file-creator	affymetrix-file-version	program-company	program-id	affymetrix-ArrayPlateGUID	affymetrix-ThermoFisherCloudPath	affymetrix-ThermoFisherCloudUser	affymetrix-ThermoFisherCloudCopyOrMoveData	affymetrix-Hyb-Start-Time	affymetrix-Hyb-Stop-Time	affymetrix-Hyb-Set-Temperature	affymetrix-Hyb-Min-Temperature	affymetrix-Hyb-Max-Temperature	affymetrix-Fluidics-Serial-Number	affymetrix-Fluidics-Date	affymetrix-Fluidics-Wash-B-Set-Temperature	affymetrix-Fluidics-Water-Wash-Set-Temperature	affymetrix-Fluidics-Wash-B-Min-Temperature	affymetrix-Fluidics-Wash-B-Max-Temperature	affymetrix-Fluidics-Water-Wash-Min-Temperature	affymetrix-Fluidics-Water-Wash-Max-Temperature	affymetrix-Fluidics-Actual-Time	affymetrix-hybwash-operator	affymetrix-scanner-serialnumber	affymetrix-scanner-operator	affymetrix-ArrayParameter-featureColumns	affymetrix-ArrayParameter-featureRows	affymetrix-ArrayParameter-featureSetback	affymetrix-ArrayParameter-featureHeight	affymetrix-ArrayParameter-featureWidth	affymetrix-ArrayParameter-partNumber	affymetrix-ArrayParameter-testType	affymetrix-array-type	affymetrix-created-arraytype	affymetrix-plate-GUID	affymetrix-array-masterfileGUID	affymetrix-created-masterfileGUID	affymetrix-array-libraryPackageName	affymetrix-created-libraryPackageName	affymetrix-image-grid-status	affymetrix-workflowGUID	affymetrix-PlateScanGUID	affymetrix-DynamicRangeScan	affymetrix-DynamicRangeLowExposure	plate-format	plate-well-count	plateRows	plateColumns	CameraType	affymetrix-PixelSaturationLimit	affymetrix-channel-wavelength	affymetrix-channel-wavelength-name	affymetrix-exposure-time	affymetrix-algorithm-name	affymetrix-algorithm-version	affymetrix-library-package	affymetrix-cel-rows	affymetrix-cel-cols	affymetrix-algorithm-param-NumPixelsToUse	affymetrix-algorithm-param-ImageCalibration	affymetrix-algorithm-param-FeatureExtraction	affymetrix-algorithm-param-IgnoreShiftRowOutliers	affymetrix-algorithm-param-FixedCellSize	affymetrix-algorithm-param-UseSubgrids	affymetrix-algorithm-param-RandomizePixels	affymetrix-algorithm-param-ErrorBasis	affymetrix-algorithm-param-PercentileSpread	affymetrix-algorithm-param-StdMult	affymetrix-algorithm-param-ExtendPoolWidth	affymetrix-algorithm-param-ExtendPoolHeight	affymetrix-algorithm-param-OutlierLow	affymetrix-algorithm-param-OutlierHigh	affymetrix-algorithm-param-OutlierRatioLowPercentile	affymetrix-algorithm-param-OutlierRatioHighPercentile	affymetrix-algorithm-param-CellMargin	affymetrix-algorithm-param-HalfCellRowsDivisor	affymetrix-algorithm-param-HalfCellRowsRemainder	affymetrix-algorithm-param-CellIntensityCalculationType	affymetrix-algorithm-param-Percentile	affymetrix-algorithm-param-HighCutoff	affymetrix-algorithm-param-LowCutoff	affymetrix-algorithm-param-PairCutoff	affymetrix-algorithm-param-featureRows	affymetrix-algorithm-param-featureColumns	affymetrix-algorithm-param-featureWidth	affymetrix-algorithm-param-featureHeight	affymetrix-algorithm-param-GridULX	affymetrix-algorithm-param-GridULY	affymetrix-algorithm-param-GridURX	affymetrix-algorithm-param-GridURY	affymetrix-algorithm-param-GridLRX	affymetrix-algorithm-param-GridLRY	affymetrix-algorithm-param-GridLLX	affymetrix-algorithm-param-GridLLY	affymetrix-algorithm-param-FullFeatureWidth	affymetrix-algorithm-param-FullFeatureHeight	affymetrix-SCAN
5513154513507091326453_D01.CEL	19bde51b-3fed-443b-9131-0f9e92cd89cf	5513154513507091326453	2024-11-14T10:35:36Z	GeneChipHTScanControlMC	0000003345-1731580536-0000025921-0000001776-0000000442	0000003345-1731580657-0000023216-0000024463-0000006165	5513154513507091326453	D01	PlateScanner M10	96FMC	0.59	wavelength	8451.90 minutes	Axiom_PangenomiX	551315	Peg	5um	5952.000000	5952.000000	5952.000000	5952.000000	2	531	609	0	0	0	6	6	496.000000	496.000000	992.000000	992.000000	161.500000	161.500000	62.500000	62.500000	1	40.000000	1	50.000000	RUO	INSTR-ADMIN	1.000000	Affymetrix Inc		36b08514-2104-452b-aca8-ab15b115540f	5513154513507091326453_11-13-2024-1_52_16-PM		False	11/13/2024 1:52:17 PM	11/14/2024 1:24:03 PM	48	47.2	48.3	HT96Fluidic-D0101940	11/14/2024 1:24:18 PM	39	39	38.6	39.1	48.7	50.1	04:46:15.2391448	INSTR-ADMIN	E0101570	INSTR-ADMIN	1190	1190	2	5	5	52168800		Axiom_PangenomiX	Axiom_PangenomiX		Axiom_PangenomiX_MASTER	Axiom_PangenomiX_MASTER	Universal	Universal	Auto aligned	383d1342-d8bd-4192-9ee4-2104a69642fe	2024_11_14_18_13_34_551315_E0101570	0	25	96	96	8	12	PVCam	3500	531;609	GC;AT	40ms;50ms	HT Image Calibration Cell Generation	3.2.0.222	Universal	1190	1190	0	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	StdvMean	15	1	2	2	1.004	1.5	55	75	4	5	4	Percentile	75	-1	-1	-1	201	202	5	5	0	0	1189	0	1189	1189	0	1189	8	8	
5513154513507091326453_D02.CEL	57c52239-884d-40d7-9c83-d37306ae6875	5513154513507091326453	2024-11-14T10:33:39Z	GeneChipHTScanControlMC	0000003345-1731580419-0000032477-0000018505-0000004777	0000003345-1731580537-0000015459-0000026073-0000004702	5513154513507091326453	D02	PlateScanner M10	96FMC	0.59	wavelength	8449.90 minutes	Axiom_PangenomiX	551315	Peg	5um	5952.000000	5952.000000	5952.000000	5952.000000	2	531	609	0	0	0	6	6	496.000000	496.000000	992.000000	992.000000	161.500000	161.500000	62.500000	62.500000	1	40.000000	1	50.000000	RUO	INSTR-ADMIN	1.000000	Affymetrix Inc		36b08514-2104-452b-aca8-ab15b115540f	5513154513507091326453_11-13-2024-1_52_16-PM		False	11/13/2024 1:52:17 PM	11/14/2024 1:24:03 PM	48	47.2	48.3	HT96Fluidic-D0101940	11/14/2024 1:24:18 PM	39	39	38.6	39.1	48.7	50.1	04:46:15.2391448	INSTR-ADMIN	E0101570	INSTR-ADMIN	1190	1190	2	5	5	52168800		Axiom_PangenomiX	Axiom_PangenomiX		Axiom_PangenomiX_MASTER	Axiom_PangenomiX_MASTER	Universal	Universal	Auto aligned	890c6994-b94c-41a1-8679-b63ad135c54d	2024_11_14_18_13_34_551315_E0101570	0	25	96	96	8	12	PVCam	3500	531;609	GC;AT	40ms;50ms	HT Image Calibration Cell Generation	3.2.0.222	Universal	1190	1190	0	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	StdvMean	15	1	2	2	1.004	1.5	55	75	4	5	4	Percentile	75	-1	-1	-1	201	202	5	5	0	0	1189	0	1189	1189	0	1189	8	8	
5513154513507091326453_D03.CEL	0b8660e3-2caa-4d73-b509-b32b43a32088	5513154513507091326453	2024-11-14T10:31:40Z	GeneChipHTScanControlMC	0000003345-1731580300-0000015020-0000025553-0000009048	0000003345-1731580422-0000032403-0000029168-0000006077	5513154513507091326453	D03	PlateScanner M10	96FMC	0.59	wavelength	8447.90 minutes	Axiom_PangenomiX	551315	Peg	5um	5952.000000	5952.000000	5952.000000	5952.000000	2	531	609	0	0	0	6	6	496.000000	496.000000	992.000000	992.000000	161.500000	161.500000	62.500000	62.500000	1	40.000000	1	50.000000	RUO	INSTR-ADMIN	1.000000	Affymetrix Inc		36b08514-2104-452b-aca8-ab15b115540f	5513154513507091326453_11-13-2024-1_52_16-PM		False	11/13/2024 1:52:17 PM	11/14/2024 1:24:03 PM	48	47.2	48.3	HT96Fluidic-D0101940	11/14/2024 1:24:18 PM	39	39	38.6	39.1	48.7	50.1	04:46:15.2391448	INSTR-ADMIN	E0101570	INSTR-ADMIN	1190	1190	2	5	5	52168800		Axiom_PangenomiX	Axiom_PangenomiX		Axiom_PangenomiX_MASTER	Axiom_PangenomiX_MASTER	Universal	Universal	Auto aligned	f1a487b5-3150-42a0-8a39-3331f109e87c	2024_11_14_18_13_34_551315_E0101570	0	25	96	96	8	12	PVCam	3500	531;609	GC;AT	40ms;50ms	HT Image Calibration Cell Generation	3.2.0.222	Universal	1190	1190	0	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	StdvMean	15	1	2	2	1.004	1.5	55	75	4	5	4	Percentile	75	-1	-1	-1	201	202	5	5	0	0	1189	0	1189	1189	0	1189	8	8	
5513154513507091326453_D04.CEL	84f9d9b3-5560-4f4e-afe2-d1ee2a2ba6f7	5513154513507091326453	2024-11-14T10:30:12Z	GeneChipHTScanControlMC	0000003345-1731580212-0000024358-0000023437-0000031156	0000003345-1731580302-0000019966-0000021052-0000020166	5513154513507091326453	D04	PlateScanner M10	96FMC	0.59	wavelength	8446.90 minutes	Axiom_PangenomiX	551315	Peg	5um	5952.000000	5952.000000	5952.000000	5952.000000	2	531	609	0	0	0	6	6	496.000000	496.000000	992.000000	992.000000	161.500000	161.500000	62.500000	62.500000	1	40.000000	1	50.000000	RUO	INSTR-ADMIN	1.000000	Affymetrix Inc		36b08514-2104-452b-aca8-ab15b115540f	5513154513507091326453_11-13-2024-1_52_16-PM		False	11/13/2024 1:52:17 PM	11/14/2024 1:24:03 PM	48	47.2	48.3	HT96Fluidic-D0101940	11/14/2024 1:24:18 PM	39	39	38.6	39.1	48.7	50.1	04:46:15.2391448	INSTR-ADMIN	E0101570	INSTR-ADMIN	1190	1190	2	5	5	52168800		Axiom_PangenomiX	Axiom_PangenomiX		Axiom_PangenomiX_MASTER	Axiom_PangenomiX_MASTER	Universal	Universal	Auto aligned	0bfeee32-2ff1-4272-98ef-786830aa743b	2024_11_14_18_13_34_551315_E0101570	0	25	96	96	8	12	PVCam	3500	531;609	GC;AT	40ms;50ms	HT Image Calibration Cell Generation	3.2.0.222	Universal	1190	1190	0	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	StdvMean	15	1	2	2	1.004	1.5	55	75	4	5	4	Percentile	75	-1	-1	-1	201	202	5	5	0	0	1189	0	1189	1189	0	1189	8	8	
5513154513507091326453_D05.CEL	a6a6b950-afc5-44f5-90f7-2650d890277c	5513154513507091326453	2024-11-14T10:28:44Z	GeneChipHTScanControlMC	0000003345-1731580124-0000015875-0000012574-0000032318	0000003345-1731580212-0000019968-0000001855-0000018069	5513154513507091326453	D05	PlateScanner M10	96FMC	0.59	wavelength	8444.90 minutes	Axiom_PangenomiX	551315	Peg	5um	5952.000000	5952.000000	5952.000000	5952.000000	2	531	609	0	0	0	6	6	496.000000	496.000000	992.000000	992.000000	161.500000	161.500000	62.500000	62.500000	1	40.000000	1	50.000000	RUO	INSTR-ADMIN	1.000000	Affymetrix Inc		36b08514-2104-452b-aca8-ab15b115540f	5513154513507091326453_11-13-2024-1_52_16-PM		False	11/13/2024 1:52:17 PM	11/14/2024 1:24:03 PM	48	47.2	48.3	HT96Fluidic-D0101940	11/14/2024 1:24:18 PM	39	39	38.6	39.1	48.7	50.1	04:46:15.2391448	INSTR-ADMIN	E0101570	INSTR-ADMIN	1190	1190	2	5	5	52168800		Axiom_PangenomiX	Axiom_PangenomiX		Axiom_PangenomiX_MASTER	Axiom_PangenomiX_MASTER	Universal	Universal	Auto aligned	05c20d4a-4407-43ef-9968-c5f63f8950bf	2024_11_14_18_13_34_551315_E0101570	0	25	96	96	8	12	PVCam	3500	531;609	GC;AT	40ms;50ms	HT Image Calibration Cell Generation	3.2.0.222	Universal	1190	1190	0	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	StdvMean	15	1	2	2	1.004	1.5	55	75	4	5	4	Percentile	75	-1	-1	-1	201	202	5	5	0	0	1189	0	1189	1189	0	1189	8	8	
5513154513507091326453_D06.CEL	9131c957-a00c-4122-9ad3-d5221caa1a67	5513154513507091326453	2024-11-14T10:27:16Z	GeneChipHTScanControlMC	0000003345-1731580036-0000013058-0000023976-0000016785	0000003345-1731580127-0000021309-0000001622-0000002927	5513154513507091326453	D06	PlateScanner M10	96FMC	0.59	wavelength	8443.90 minutes	Axiom_PangenomiX	551315	Peg	5um	5952.000000	5952.000000	5952.000000	5952.000000	2	531	609	0	0	0	6	6	496.000000	496.000000	992.000000	992.000000	161.500000	161.500000	62.500000	62.500000	1	40.000000	1	50.000000	RUO	INSTR-ADMIN	1.000000	Affymetrix Inc		36b08514-2104-452b-aca8-ab15b115540f	5513154513507091326453_11-13-2024-1_52_16-PM		False	11/13/2024 1:52:17 PM	11/14/2024 1:24:03 PM	48	47.2	48.3	HT96Fluidic-D0101940	11/14/2024 1:24:18 PM	39	39	38.6	39.1	48.7	50.1	04:46:15.2391448	INSTR-ADMIN	E0101570	INSTR-ADMIN	1190	1190	2	5	5	52168800		Axiom_PangenomiX	Axiom_PangenomiX		Axiom_PangenomiX_MASTER	Axiom_PangenomiX_MASTER	Universal	Universal	Auto aligned	3650f90e-17c0-40f2-b2cf-07154463e4fc	2024_11_14_18_13_34_551315_E0101570	0	25	96	96	8	12	PVCam	3500	531;609	GC;AT	40ms;50ms	HT Image Calibration Cell Generation	3.2.0.222	Universal	1190	1190	0	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	StdvMean	15	1	2	2	1.004	1.5	55	75	4	5	4	Percentile	75	-1	-1	-1	201	202	5	5	0	0	1189	0	1189	1189	0	1189	8	8	
5513154513507091326453_D07.CEL	e8817bbb-43cf-4e50-83ce-1f6e54720713	5513154513507091326453	2024-11-14T10:25:48Z	GeneChipHTScanControlMC	0000003345-1731579948-0000013831-0000031218-0000028116	0000003345-1731580037-0000014264-0000023600-0000004357	5513154513507091326453	D07	PlateScanner M10	96FMC	0.59	wavelength	8441.90 minutes	Axiom_PangenomiX	551315	Peg	5um	5952.000000	5952.000000	5952.000000	5952.000000	2	531	609	0	0	0	6	6	496.000000	496.000000	992.000000	992.000000	161.500000	161.500000	62.500000	62.500000	1	40.000000	1	50.000000	RUO	INSTR-ADMIN	1.000000	Affymetrix Inc		36b08514-2104-452b-aca8-ab15b115540f	5513154513507091326453_11-13-2024-1_52_16-PM		False	11/13/2024 1:52:17 PM	11/14/2024 1:24:03 PM	48	47.2	48.3	HT96Fluidic-D0101940	11/14/2024 1:24:18 PM	39	39	38.6	39.1	48.7	50.1	04:46:15.2391448	INSTR-ADMIN	E0101570	INSTR-ADMIN	1190	1190	2	5	5	52168800		Axiom_PangenomiX	Axiom_PangenomiX		Axiom_PangenomiX_MASTER	Axiom_PangenomiX_MASTER	Universal	Universal	Auto aligned	e6cda19b-3b88-4016-91bc-919df67fb9c2	2024_11_14_18_13_34_551315_E0101570	0	25	96	96	8	12	PVCam	3500	531;609	GC;AT	40ms;50ms	HT Image Calibration Cell Generation	3.2.0.222	Universal	1190	1190	0	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	StdvMean	15	1	2	2	1.004	1.5	55	75	4	5	4	Percentile	75	-1	-1	-1	201	202	5	5	0	0	1189	0	1189	1189	0	1189	8	8	
5513154513507091326453_D08.CEL	fcef81e5-1c41-46c4-977d-2253d5b5c282	5513154513507091326453	2024-11-14T10:23:52Z	GeneChipHTScanControlMC	0000003345-1731579832-0000009239-0000027369-0000015722	0000003345-1731579952-0000032722-0000008443-0000025110	5513154513507091326453	D08	PlateScanner M10	96FMC	0.59	wavelength	8439.90 minutes	Axiom_PangenomiX	551315	Peg	5um	5952.000000	5952.000000	5952.000000	5952.000000	2	531	609	0	0	0	6	6	496.000000	496.000000	992.000000	992.000000	161.500000	161.500000	62.500000	62.500000	1	40.000000	1	50.000000	RUO	INSTR-ADMIN	1.000000	Affymetrix Inc		36b08514-2104-452b-aca8-ab15b115540f	5513154513507091326453_11-13-2024-1_52_16-PM		False	11/13/2024 1:52:17 PM	11/14/2024 1:24:03 PM	48	47.2	48.3	HT96Fluidic-D0101940	11/14/2024 1:24:18 PM	39	39	38.6	39.1	48.7	50.1	04:46:15.2391448	INSTR-ADMIN	E0101570	INSTR-ADMIN	1190	1190	2	5	5	52168800		Axiom_PangenomiX	Axiom_PangenomiX		Axiom_PangenomiX_MASTER	Axiom_PangenomiX_MASTER	Universal	Universal	Auto aligned	6db21b8d-5260-4178-a594-80ae01902689	2024_11_14_18_13_34_551315_E0101570	0	25	96	96	8	12	PVCam	3500	531;609	GC;AT	40ms;50ms	HT Image Calibration Cell Generation	3.2.0.222	Universal	1190	1190	0	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	StdvMean	15	1	2	2	1.004	1.5	55	75	4	5	4	Percentile	75	-1	-1	-1	201	202	5	5	0	0	1189	0	1189	1189	0	1189	8	8	
5513154513507091326453_D09.CEL	2f87f412-c438-47bd-9b81-4c7963dc1584	5513154513507091326453	2024-11-14T10:22:24Z	GeneChipHTScanControlMC	0000003345-1731579744-0000031223-0000024296-0000015701	0000003345-1731579832-0000027007-0000004699-0000022928	5513154513507091326453	D09	PlateScanner M10	96FMC	0.59	wavelength	8438.90 minutes	Axiom_PangenomiX	551315	Peg	5um	5952.000000	5952.000000	5952.000000	5952.000000	2	531	609	0	0	0	6	6	496.000000	496.000000	992.000000	992.000000	161.500000	161.500000	62.500000	62.500000	1	40.000000	1	50.000000	RUO	INSTR-ADMIN	1.000000	Affymetrix Inc		36b08514-2104-452b-aca8-ab15b115540f	5513154513507091326453_11-13-2024-1_52_16-PM		False	11/13/2024 1:52:17 PM	11/14/2024 1:24:03 PM	48	47.2	48.3	HT96Fluidic-D0101940	11/14/2024 1:24:18 PM	39	39	38.6	39.1	48.7	50.1	04:46:15.2391448	INSTR-ADMIN	E0101570	INSTR-ADMIN	1190	1190	2	5	5	52168800		Axiom_PangenomiX	Axiom_PangenomiX		Axiom_PangenomiX_MASTER	Axiom_PangenomiX_MASTER	Universal	Universal	Auto aligned	95986ba7-85a2-4b71-886c-57af85b54f22	2024_11_14_18_13_34_551315_E0101570	0	25	96	96	8	12	PVCam	3500	531;609	GC;AT	40ms;50ms	HT Image Calibration Cell Generation	3.2.0.222	Universal	1190	1190	0	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	StdvMean	15	1	2	2	1.004	1.5	55	75	4	5	4	Percentile	75	-1	-1	-1	201	202	5	5	0	0	1189	0	1189	1189	0	1189	8	8	
5513154513507091326453_D10.CEL	51206a4e-a09c-43e4-9bb9-0165072024df	5513154513507091326453	2024-11-14T10:20:56Z	GeneChipHTScanControlMC	0000003345-1731579656-0000001146-0000031352-0000028964	0000003345-1731579747-0000023531-0000009364-0000029391	5513154513507091326453	D10	PlateScanner M10	96FMC	0.59	wavelength	8436.90 minutes	Axiom_PangenomiX	551315	Peg	5um	5952.000000	5952.000000	5952.000000	5952.000000	2	531	609	0	0	0	6	6	496.000000	496.000000	992.000000	992.000000	161.500000	161.500000	62.500000	62.500000	1	40.000000	1	50.000000	RUO	INSTR-ADMIN	1.000000	Affymetrix Inc		36b08514-2104-452b-aca8-ab15b115540f	5513154513507091326453_11-13-2024-1_52_16-PM		False	11/13/2024 1:52:17 PM	11/14/2024 1:24:03 PM	48	47.2	48.3	HT96Fluidic-D0101940	11/14/2024 1:24:18 PM	39	39	38.6	39.1	48.7	50.1	04:46:15.2391448	INSTR-ADMIN	E0101570	INSTR-ADMIN	1190	1190	2	5	5	52168800		Axiom_PangenomiX	Axiom_PangenomiX		Axiom_PangenomiX_MASTER	Axiom_PangenomiX_MASTER	Universal	Universal	Auto aligned	dafe47d3-03d8-46f7-9d1e-dd21c78e065f	2024_11_14_18_13_34_551315_E0101570	0	25	96	96	8	12	PVCam	3500	531;609	GC;AT	40ms;50ms	HT Image Calibration Cell Generation	3.2.0.222	Universal	1190	1190	0	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	StdvMean	15	1	2	2	1.004	1.5	55	75	4	5	4	Percentile	75	-1	-1	-1	201	202	5	5	0	0	1189	0	1189	1189	0	1189	8	8	
5513154513507091326453_D11.CEL	96636927-1378-47c6-89e6-1223daf94277	5513154513507091326453	2024-11-14T10:19:00Z	GeneChipHTScanControlMC	0000003345-1731579540-0000021956-0000020319-0000012136	0000003345-1731579657-0000026304-0000029017-0000010601	5513154513507091326453	D11	PlateScanner M10	96FMC	0.59	wavelength	8434.90 minutes	Axiom_PangenomiX	551315	Peg	5um	5952.000000	5952.000000	5952.000000	5952.000000	2	531	609	0	0	0	6	6	496.000000	496.000000	992.000000	992.000000	161.500000	161.500000	62.500000	62.500000	1	40.000000	1	50.000000	RUO	INSTR-ADMIN	1.000000	Affymetrix Inc		36b08514-2104-452b-aca8-ab15b115540f	5513154513507091326453_11-13-2024-1_52_16-PM		False	11/13/2024 1:52:17 PM	11/14/2024 1:24:03 PM	48	47.2	48.3	HT96Fluidic-D0101940	11/14/2024 1:24:18 PM	39	39	38.6	39.1	48.7	50.1	04:46:15.2391448	INSTR-ADMIN	E0101570	INSTR-ADMIN	1190	1190	2	5	5	52168800		Axiom_PangenomiX	Axiom_PangenomiX		Axiom_PangenomiX_MASTER	Axiom_PangenomiX_MASTER	Universal	Universal	Auto aligned	d66dea5a-680e-4224-8540-a77d0ec0371e	2024_11_14_18_13_34_551315_E0101570	0	25	96	96	8	12	PVCam	3500	531;609	GC;AT	40ms;50ms	HT Image Calibration Cell Generation	3.2.0.222	Universal	1190	1190	0	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	StdvMean	15	1	2	2	1.004	1.5	55	75	4	5	4	Percentile	75	-1	-1	-1	201	202	5	5	0	0	1189	0	1189	1189	0	1189	8	8	
5513154513507091326453_D12.CEL	1f14120a-982b-4b47-a486-1efd38ed0d87	5513154513507091326453	2024-11-14T10:17:04Z	GeneChipHTScanControlMC	0000003345-1731579424-0000027655-0000012092-0000004362	0000003345-1731579542-0000022738-0000027134-0000003472	5513154513507091326453	D12	PlateScanner M10	96FMC	0.59	wavelength	8432.90 minutes	Axiom_PangenomiX	551315	Peg	5um	5952.000000	5952.000000	5952.000000	5952.000000	2	531	609	0	0	0	6	6	496.000000	496.000000	992.000000	992.000000	161.500000	161.500000	62.500000	62.500000	1	40.000000	1	50.000000	RUO	INSTR-ADMIN	1.000000	Affymetrix Inc		36b08514-2104-452b-aca8-ab15b115540f	5513154513507091326453_11-13-2024-1_52_16-PM		False	11/13/2024 1:52:17 PM	11/14/2024 1:24:03 PM	48	47.2	48.3	HT96Fluidic-D0101940	11/14/2024 1:24:18 PM	39	39	38.6	39.1	48.7	50.1	04:46:15.2391448	INSTR-ADMIN	E0101570	INSTR-ADMIN	1190	1190	2	5	5	52168800		Axiom_PangenomiX	Axiom_PangenomiX		Axiom_PangenomiX_MASTER	Axiom_PangenomiX_MASTER	Universal	Universal	Auto aligned	f7820a71-bdec-4356-a241-8fd2a8f52afb	2024_11_14_18_13_34_551315_E0101570	0	25	96	96	8	12	PVCam	3500	531;609	GC;AT	40ms;50ms	HT Image Calibration Cell Generation	3.2.0.222	Universal	1190	1190	0	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	StdvMean	15	1	2	2	1.004	1.5	55	75	4	5	4	Percentile	75	-1	-1	-1	201	202	5	5	0	0	1189	0	1189	1189	0	1189	8	8	
5513154513507091326453_E01.CEL	47e6132e-4bbf-4409-8707-ddbb0b40f451	5513154513507091326453	2024-11-14T10:37:34Z	GeneChipHTScanControlMC	0000003345-1731580654-0000022752-0000028612-0000030089	0000003345-1731580772-0000006394-0000029248-0000015509	5513154513507091326453	E01	PlateScanner M10	96FMC	0.59	wavelength	8453.90 minutes	Axiom_PangenomiX	551315	Peg	5um	5952.000000	5952.000000	5952.000000	5952.000000	2	531	609	0	0	0	6	6	496.000000	496.000000	992.000000	992.000000	161.500000	161.500000	62.500000	62.500000	1	40.000000	1	50.000000	RUO	INSTR-ADMIN	1.000000	Affymetrix Inc		36b08514-2104-452b-aca8-ab15b115540f	5513154513507091326453_11-13-2024-1_52_16-PM		False	11/13/2024 1:52:17 PM	11/14/2024 1:24:03 PM	48	47.2	48.3	HT96Fluidic-D0101940	11/14/2024 1:24:18 PM	39	39	38.6	39.1	48.7	50.1	04:46:15.2391448	INSTR-ADMIN	E0101570	INSTR-ADMIN	1190	1190	2	5	5	52168800		Axiom_PangenomiX	Axiom_PangenomiX		Axiom_PangenomiX_MASTER	Axiom_PangenomiX_MASTER	Universal	Universal	Auto aligned	06a04dc8-352d-4103-bf32-a321ec68bc41	2024_11_14_18_13_34_551315_E0101570	0	25	96	96	8	12	PVCam	3500	531;609	GC;AT	40ms;50ms	HT Image Calibration Cell Generation	3.2.0.222	Universal	1190	1190	0	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	StdvMean	15	1	2	2	1.004	1.5	55	75	4	5	4	Percentile	75	-1	-1	-1	201	202	5	5	0	0	1189	0	1189	1189	0	1189	8	8	
